offset,start,end,length_bytes,text,note
0x7CEF27,0x7CEF27,0x7CEF60,58,Go make some more space in your Cube\nfor this Mega Stone.,
0x7CEF61,0x7CEF61,0x7CEF94,52,Did you make space in your Cube\nfor the Mega Stone?,
0x7CF046,0x7CF046,0x7CF05E,25,Were my travels in vain?,
0x7CF05F,0x7CF05F,0x7CF0C7,105,"My Malamar’s {COLOR}ÉSuction Cups{COLOR}Ë ability\nhelps me reel in Pokémon!\pAt least, I think it has Suction\nCups…",
0x7CF1B6,0x7CF1B6,0x7CF28B,214,"Sorry, kid!\pA fight between some Zangoose and\nSeviper took out the bridge.\pIt’ll take some time before we get\nit fixed.\pYou should talk to our boss about\nfinding an alternative way to\lSeaport City in the meantime.",
0x7CF389,0x7CF389,0x7CF46C,228, {PK}Ô ビ œÑÀ=àÏっÚ ÁMarlon: {COLOR}ËIt’s finally time for Zeph\nto finish what he started.\pHe now has all three legendary\nbirds in his possesion.\pAll that’s left is for me to join\nhim at the Ruins of Void.\pSo why do I feel so much dread?,
0x7CF46D,0x7CF46D,0x7CF4EF,131,{COLOR}ËNo…\pI shouldn’t be feeling this way…\pEverything we’ve worked for is \nabout to transpire.\pI’ll even be able to see my son\nagain…,
0x7CF4F0,0x7CF4F0,0x7CF5C0,209,"???: {COLOR}ËSorry, old man.\pIf you’re getting cold feet now,\nyou could be a big problem down\lthe road.\pI can’t have anything standing in\nthe way of the unbinding.\pYour son will just have to be\nfatherless forever.",
0x7CF732,0x7CF732,0x7CF824,243," ま & È\pü{RIGHT_ARROW}Ë???: {COLOR}ËWhat is this, Hoopa?\pI asked you to summon me a powerful\nPokémon capable of flying us to\lthe Ruins of Void, and this is what\lyou give me?\pPathetic!\pThis Pokémon is just so…so…\nso nebby!\pA poor excuse for a legendary\nPokémon.",
0x7CF825,0x7CF825,0x7CF84D,41,"{COLOR}ËStay in the bag, you useless\nPokémon.",
0x7CF84E,0x7CF84E,0x7CF8D4,135,"{COLOR}ËI guess we have no choice but to\nleave it here, Hoopa.\pMaybe some lucky trainer will find\nit and decide to train the useless\lthing.",
0x7CF8D5,0x7CF8D5,0x7CFA69,405,"{COLOR}ËWe don’t have any more time to\nwaste, Hoopa.\pI know I didn’t want to go this\nway, but I need you to send me\lthrough one of your rings to\lthe Ruins of Void.\pI’ll go ahead, and since you can’t\ntravel through your own rings\lwithout a tether, latch onto my\lCube’s signal once I arrive there.\pJust try to make it inconspicuous,\nplease.\pI can’t have Zeph catching on to\nour plan.\pDon’t take too long, Hoopa.",
0x7CFA6A,0x7CFA6A,0x7CFA70,7,Hoopa.,
0x7CFA80,0x7CFA80,0x7CFAC4,69,There appears to be a Pokémon in\nthe bag.\pWould you like to take it?,
0x7CFAC5,0x7CFAC5,0x7CFAF2,46,You don’t have enough space for\nthis Pokémon.,
0x7CFAF3,0x7CFAF3,0x7CFB02,16,You found a {STR_VAR_1}!,
0x7CFB03,0x7CFB03,0x7CFB5B,89,"This mountain pass has a very\nunique layout.\pIt descends slowly, but then dips\nsuddenly!",
0x7CFB5C,0x7CFB5C,0x7CFBAF,84,"Some man in a red hood was pushed\ninto the ocean.\pHe hasn’t resurfaced yet, either…",
0x7CFC66,0x7CFC66,0x7CFCB8,83,I could’ve sworn that that\nPokémon from the legends floated\lthrough here just now…,
0x7CFCBA,0x7CFCBA,0x7CFD02,73,Passing through this gate can\neither get you to Dehara City or\lRoute 12.,
0x7CFD04,0x7CFD04,0x7CFF57,596,"Would you happen to be {PLAYER} by\nany chance?\p…\pI thought so.\pI recognized you from this picture\nI found of you, on the interwebs.\pMy name is Looker.\pAgent Looker, of the International\nPolice.\pI had just finished dealing with\nTeam Rocket in the Kanto Region,\lwhen I was deployed to deal with a\lsituation that was brewing in the\lBorrius Region.\pA young man, Jax, I believe, has\ninformed me that you have some\levidence for crimes committed by an\lorganization calling themselves\l“The Shadows”.\pPlease meet me in the {COLOR}ÉDehara Game\nCorner {COLOR}Ëso we can discuss further.\pJax is there, as well.\pLooker, out.",
0x7CFFE6,0x7CFFE6,0x7D0045,96,{RIGHT_ARROW}ËÌÉÁHe’s too engrossed in his slot game\nto hear you from behind.\pMaybe try yelling in his ear?,
0x7D0046,0x7D0046,0x7D0077,50,He appears to be deeply engrossed\nin a slot game.,
0x7D0078,0x7D0078,0x7D00B4,61,Looker: {COLOR}ËJax!\nThe game finally cashed out!\pI just won big!,
0x7D00B5,0x7D00B5,0x7D0110,92,"Jax: {COLOR}ËJust now, Mr. Looker?\nI cashed out ages ago!\pI’ve already won it big several\ntimes!",
0x7D0111,0x7D0111,0x7D0132,34,{COLOR}ËOh! {PLAYER}!\pYou came just in time!,
0x7D0133,0x7D0133,0x7D0271,319,"Looker: {COLOR}ËAh, it is you, {PLAYER}.\nSorry, I did not see you, there.\pI was too wrapped up in trying to\nwin this slot game.\pYou know, there is actually a Game\nCorner just like this in Kanto.\pExcept there it was a cover for\nTeam Rocket…\pAnyway, thank you for meeting me.\pLet us all go outside, where it is\nquieter, to discuss.",
0x7D0340,0x7D0340,0x7D0499,346,"ì ñ ûィ ÁLooker: {COLOR}ËAlright, {PLAYER}.\pNow that we are outside, tell me\neverything that transpired,\lstarting from the beginning.\p…\p…\pHmm…\pWith these facts, there is clear\nevidence that The Shadows wish to\lrelease the dark force and cause\lchaos in Borrius.\pNow, if only there were some way we\ncould reach the Ruins of Void\lquickly so we could stop them…",
0x7D049A,0x7D049A,0x7D04C0,39,Jax: {COLOR}ËWhat’s going on?\p{PLAYER}!\nLook out!,
0x7D06E6,0x7D06E6,0x7D0722,61,It is the Ruins of Void!\pAnd those…\pThose are Shadow Grunts!,
0x7D2152,0x7D2152,0x7D218A,57,"Where are we, anyways?\pCould this be…\nthe Ruins of Void?",
0x7D218B,0x7D218B,0x7D2228,158,"???: {COLOR}ËThis is where we make our\nstand, men.\pFor the sake of the unbinding, they\nmust not be allowed up here.\pExecute Light of Ruin order number\nsixty-five!",
0x7D2229,0x7D2229,0x7D2253,43,Jax: {COLOR}ËStaraptor!\pTake out those Shadows!,
0x7D2254,0x7D2254,0x7D226F,28,Jax: {COLOR}ËSTARAPTOR!\pNOOOOOO!,
0x7D2270,0x7D2270,0x7D22F3,132,"{COLOR}ËThey just destroyed our only way\nup, along with my Staraptor…\pSniff…\pNo.\pI can’t focus on that right now.\pI need to stay strong.",
0x7D22F4,0x7D22F4,0x7D2339,70,{COLOR}ËIt looks like an entrance to the\nruins was uncovered by the blast.,
0x7D233A,0x7D233A,0x7D2439,256,"{COLOR}ËYou should go in and try to find\nanother way up to the top.\pI would come along, but Staraptor\nwas the only Pokémon I had on me.\pI’d just wear you down if you had\nto protect me from wild Pokémon.\pInstead, I’ll wait here and take\ncare of healing for you.",
0x7D243A,0x7D243A,0x7D2479,64,"{COLOR}ËOh, and if you find Staraptor,\nplease, bring him back to me.",
0x7D2C01,0x7D2C01,0x7D2C1C,28,YOU HAVE PROVEN YOUR WORTH.,
0x7D2D84,0x7D2D84,0x7D2DD9,86,"Grunt 2: {COLOR}ËSir, {PLAYER} is attempting\nto make {STR_VAR_1} way up here by coming\lthrough the ruins!",
0x7D2DDA,0x7D2DDA,0x7D2E76,157,"???: {COLOR}ËIt doesn’t matter.\pBy the time {PLAYER} gets up here,\nZeph will be ready for the\lunbinding.\pHowever, I still need you two to\nstall {PLAYER} as much as possible.",
0x7D2E77,0x7D2E77,0x7D2EF4,126,"???: {COLOR}ËIf I didn’t need you, Hoopa,\nI’d throw your Poké Ball into the\locean for all of the\linconveniencies you’ve caused me!",
0x7D31CC,0x7D31CC,0x7D31E2,23,Grunt 2: {COLOR}ËWhat the…?,
0x7D31E5,0x7D31E5,0x7D3233,79,Grunt 1: {COLOR}ËWe’ve got nothing to\nprove!\pWe’re The Shadows!\pLet’s take it down!,
0x7D3234,0x7D3234,0x7D3245,18,Grunts: {COLOR}ËGroan…,
0x7D3246,0x7D3246,0x7D326D,40,{COLOR}ËYOU HAVE FAILED TO PROVE YOUR\nWORTH!,
0x7D3533,0x7D3533,0x7D3553,33,The {STR_VAR_1} ran back into the\nportal.,
0x7D3554,0x7D3554,0x7D3589,54,Another Pokémon is making its way\nthrough the portal!,
0x7D358A,0x7D358A,0x7D35A3,26,YOU HAVE PROVEN YOURSELF!,
0x7D35A4,0x7D35A4,0x7D35D2,47,It’s a mysterious portal.\pWhere could it lead?,
0x7D35E9,0x7D35E9,0x7D360D,37,9Let’s make a 2:1 bet on my victory.,
0x7D36B5,0x7D36B5,0x7D381D,361,"{COLOR}ËThank you for finding my Staraptor!\pI was able to heal him in time, so\nit looks like he’ll be alright.\pGreat job, by the way, on getting\nthis far.\pIt looks like we’re almost at the\ntop.\pOne more floor up, and we’ll be\nable to stop The Shadows.\pI’ll leave you to it, then.\pIf you need healing, I’ll be\nwaiting by the side entrance on\lthis floor of the ruins.",
0x7D3A22,0x7D3A22,0x7D3A40,31,It’s all that Claydol’s fault…,
0x7D3A41,0x7D3A41,0x7D3A85,69,"Grunt 2: {COLOR}ËWe’re not done here, yet!\pIt’s my turn to take you down!",
0x7D3A86,0x7D3A86,0x7D3A93,14,Jax: {COLOR}ËWait!,
0x7D3A94,0x7D3A94,0x7D3B15,130,"Jax: {COLOR}Ë{PLAYER} has more important\nthings to do, than deal with you.\pIf you want to take someone on, why\ndon’t you try me on for size!",
0x7D3B16,0x7D3B16,0x7D3B8F,122,{COLOR}Ë{PLAYER}!\pI’ll take care of these goons.\pYou go stop The Shadows from\ncarrying out their “unbinding”.\pWe’re counting on you.,
0x7D3BE7,0x7D3BE7,0x7D3C1A,52,"Once we take care of you, we’re\ngoing to finish {PLAYER}!",
0x7D3C72,0x7D3C72,0x7D3CB3,66,"Okay, you’re all set, {PLAYER}.\pI’ll be here if you need to heal\nagain.",
0x7D3CB4,0x7D3CB4,0x7D3CF6,67,"{PLAYER}!\pI’m trying to battle these grunts,\nbut I can heal you quickly!",
0x7D43BF,0x7D43BF,0x7D43FD,63,"Grunt 2: {COLOR}ËGet moving, kid.\nYou’re going to want to see this…",
0x7D43FE,0x7D43FE,0x7D4462,101,"Ivory: {COLOR}ÇAll preparations have been\ncompleted, Zeph.\pYou can proceed with the unbinding\nwhen ready.",
0x7D4463,0x7D4463,0x7D44BE,92,"Zeph: {COLOR}ËThank you, Ivory.\pJust one more thing before I am\nready to begin.\pWhere is Marlon?",
0x7D44BF,0x7D44BF,0x7D4551,147,"Ivory: {COLOR}ÇI’m sorry, Zeph, but I’m not\nsure where he is.\pHe confirmed that he was on his way\nhere a while ago, but I haven’t\lheard from him since.",
0x7D4552,0x7D4552,0x7D45E8,151,Zeph: {COLOR}ËHmm…\pHe has been rather on edge\nlately…\pI hope he hasn’t gotten cold\nfeet…\pIt would be a shame for him to miss\nwhat we’ve worked so hard for.,
0x7D45E9,0x7D45E9,0x7D4625,61,"{COLOR}ËEither way, with or without him, I\nam now ready to begin.",
0x7D4626,0x7D4626,0x7D46F3,206,"Zeph: {COLOR}ËThe time has come to make my\ndream a reality.\pOnce the dark force is unbound, I\nwill use it to undo the tragedies\lof all those years ago…\pThen, finally, I will be able to\nsee his smile once again…",
0x7D46F4,0x7D46F4,0x7D470A,23,{COLOR}ËZapdos!\pCome forth!,
0x7D470B,0x7D470B,0x7D4722,24,{COLOR}ËMoltres!\pCome forth!,
0x7D4723,0x7D4723,0x7D473B,25,{COLOR}ËArticuno!\pCome forth!,
0x7D473C,0x7D473C,0x7D47A7,108,"{COLOR}ËWith these three legendary bird\nPokémon assembled here alongside\lthe Void Stone, the seal can\lbe broken.",
0x7D47A8,0x7D47A8,0x7D4844,157,"{COLOR}ËOne with the shadows, and one with\nthe night.\pA dark hole.\pA ring of fury.\pA force encapsulated.\pLet that be no longer!\pWhat was once sealed is now free!",
0x7D4845,0x7D4845,0x7D486C,40,{COLOR}ËIt’s working!\nIt’s actually working!,
0x7D486D,0x7D486D,0x7D48BF,83,"{COLOR}ËThe bottle is now free.\pOnce I open it, the dark force will\nbe mine to command.",
0x7D48C0,0x7D48C0,0x7D48F5,54,{COLOR}ËHuh?\nWhy is nothing happening?\pThe bottle is open…,
0x7D48F6,0x7D48F6,0x7D490A,21,???: {COLOR}ËHeh heh heh.,
0x7D490B,0x7D490B,0x7D4958,78,Zeph: {COLOR}ËWho do you think you are!?\pAnd what have you done to the\nunbinding!?,
0x7D4959,0x7D4959,0x7D49A4,76,"???: {COLOR}ËWho, me?\pThe name is Aklove.\pI’m just a lowly grunt of The\nShadows.",
0x7D49A5,0x7D49A5,0x7D49DD,57,"Zeph: {COLOR}ËAnswer my question, Grunt!\pWhat have you done!?",
0x7D49DE,0x7D49DE,0x7D4A99,188,"Aklove: {COLOR}ËWhat have I done?\pI have done nothing to interrupt\nthe unbinding.\pIn fact, I commend you on an almost\nflawless execution.\pHowever, there was one key\ncomponent you were missing.",
0x7D4A9A,0x7D4A9A,0x7D4ABA,33,Zeph: {COLOR}ËAnd what would that be?,
0x7D4ABB,0x7D4ABB,0x7D4CF3,569,"Aklove: {COLOR}ËIf you want to release the\npower from the Prison Bottle, there\lneeds to be somewhere for that\lpower to go.\pOr more specifically, you need the\nPokémon that used to be the dark\lforce, something you’re lacking.\pOf course, you would know that had\nI not erased that detail from your\lfiles.\pHonestly, I knew it would be easy\nto manipulate you if I infiltrated\lyour organization, but I didn’t\lthink it would be this easy!\pYou played right into my hands,\nZeph!\pYou unsealed the Prison Bottle\nright in front of me!\pAnd now I can use it to truly\nfinish the unbinding!",
0x7D4CF4,0x7D4CF4,0x7D4D36,67,Zeph: {COLOR}ËWha…\pHow dare you make a fool of me!\pYou’ll pay for this!,
0x7D4D37,0x7D4D37,0x7D4D5F,41,Zeph: {COLOR}ËHoundoom!\pIncinerate this fool!,
0x7D4D60,0x7D4D60,0x7D4D86,39,Aklove: {COLOR}ËHoopa!\nGet rid of Houndoom!,
0x7D4D87,0x7D4D87,0x7D4DD7,81,Zeph: {COLOR}ËNo way…\pMy Houndoom…\pSo then it was you who rescued\n{PLAYER} all those times…,
0x7D4DD8,0x7D4DD8,0x7D4F4A,371,"Aklove: {COLOR}ËActually, that was Hoopa\nacting on its own accord.\pIt was desperate for someone to\nrescue it from me.\pIt felt obligated to protect\n{PLAYER} as {STR_VAR_2} is its true trainer.\pI want nothing more than to see\n{PLAYER} eliminated.\pOnce {STR_VAR_2}’s gone, Hoopa will finally\naccept me as its true trainer…\pOnly then will I be able to use\nits full power, capable of moving\lentire land masses…",
0x7D4F4B,0x7D4F4B,0x7D4F8D,67,Zeph: {COLOR}ËI concede…\pI stand no chance against a\nPokémon like that.,
0x7D4F8E,0x7D4F8E,0x7D4FC8,59,Aklove: {COLOR}ËThat’s a wise decision.\pNow move out of my way!,
0x7D4FC9,0x7D4FC9,0x7D5054,140,"Zeph: {COLOR}ËI’m sorry, Ivory.\pI wasn’t able to complete the\nmission.\pHowever, this isn’t the end.\pWe will still find a way to bring\nthem back…",
0x7D5055,0x7D5055,0x7D5082,46,"Aklove: {COLOR}ËAnd now, let the main event\nbegin.",
0x7D5083,0x7D5083,0x7D5117,149,"{COLOR}ËHoopa, prepare yourself!\pYour true power is about to be\nreleased from the Prison Bottle!\pAnd as your trainer, I am fully\ncapable of releasing it!",
0x7D512A,0x7D512A,0x7D5197,110,Aklove: {COLOR}ËAt last!\pI’ve waited years for this moment!\pHoopa!\pThe seal on your power has finally\nbeen broken!,
0x7D5198,0x7D5198,0x7D51AE,23,Hoopa: {COLOR}ÉHoo hoo hoo!,
0x7D51AF,0x7D51AF,0x7D522B,125,"Zeph: {COLOR}ËAklove, tell me!\pWhat is your reason for doing all\nof this?\pPerhaps if we have a common goal,\nwe can work together!",
0x7D522C,0x7D522C,0x7D53BA,399,"Aklove: {COLOR}ËFool.\pWe have no common goal.\pI am a descendant of the king of\nKalos during the Great War.\pMy goal is simply to finish what he\nstarted and destroy this region.\pWith this unbound Hoopa, I will\nbring the Ultimate Weapon of Kalos\lhere and use it to turn Borrius\linto a region of death and\ldestruction!\pThen, finally, his suffering will\nbe at its end…\pNow tell me, Zeph. What are your\ngoals?",
0x7D53BB,0x7D53BB,0x7D5408,78,Zeph: {COLOR}ËMy goals?\pI have but one goal.\pTo see those I cared about once\nmore.,
0x7D5409,0x7D5409,0x7D549A,146,"Aklove: {COLOR}ËTo use such a great power\nfor something like that…\pI never could’ve imagined anyone\nwould try that!\pYou are truly a strange one, Zeph.",
0x7D54A7,0x7D54A7,0x7D5553,173,Aklove: {COLOR}ËEnough!\pRemove yourself from my presence.\pThe Shadows are finshed.\pIt’s time for Borrius to be\nenveloped in The Light of Ruin.\pBut first…\pGrunts!\pBring {PLAYER} to me!,
0x7D5554,0x7D5554,0x7D5567,20,Zeph: {COLOR}ËMy grunts…,
0x7D5568,0x7D5568,0x7D561B,180,Aklove: {COLOR}ËAre you really surprised\nyour grunts would join me?\pYou burn them alive if they disobey\nyou!\pI promised them safety\nfrom the coming storm if they\lworked for me instead.,
0x7D561C,0x7D561C,0x7D56D4,185,"Aklove: {COLOR}ËNow, {PLAYER}, it’s time you\nwere eliminated once and for all.\pI’ve watched as you’ve been a\nrepeated nuisance to The Shadows.\pI can’t have you becoming a\nnuisance to me, as well.",
0x7D56D5,0x7D56D5,0x7D5700,44,{COLOR}ËHoopa!\pSummon a Pokémon to eliminate\n{PLAYER}!,
0x7D5701,0x7D5701,0x7D5722,34,The {STR_VAR_1} flew back into the\nportal.,
0x7D5723,0x7D5723,0x7D5744,34,"Aklove: {COLOR}ËSummon another, Hoopa!",
0x7D5745,0x7D5745,0x7D5773,47,"Aklove: {COLOR}ËIs that the best you’ve\ngot, Hoopa?",
0x7D5774,0x7D5774,0x7D57DE,107,"{COLOR}ËIt’s over, {PLAYER}.\nI’ve had enough of this.\pI’m going to have you incinerated.\pMy Hoopa won’t save you now.",
0x7D57DF,0x7D57DF,0x7D5800,34,{COLOR}ËHoopa!\pSummon an incineration!,
0x7D5801,0x7D5801,0x7D5819,25,"Aklove: {COLOR}ËFarewell, {PLAYER}.",
0x7D5B95,0x7D5B95,0x7D5C3B,167," ;ò{UP_ARROW}ËÂOh, it’s you.\pI guess your time was finally up\nthen, huh?\pSo tell me, how did you go?\p…\pIncineration…\pThat figures…\pWell, it’s still a better way than\ndrowning.",
0x7D5C3C,0x7D5C3C,0x7D5D37,252,"You must be wondering where we are,\nam I right?\p…\pI thought so.\pI guess you could say this is what\npeople call the “Judgement Zone”.\pIt is here where the great creator\nof the universe, Arceus himself,\lpasses judgement on those who have\lleft the world.",
0x7D5D38,0x7D5D38,0x7D5E58,289,"I’ve heard that this place is\nsupposed to reflect your home.\p…\pI don’t know what you see, but I\nsee the sea, everywhere I look.\pThe region I’m from…\pWell, as some would put it, it had\n“too much water”.\pI think I may have stayed there\nforever, had Zeph not convinced\lIvory and me to leave.",
0x7D5E59,0x7D5E59,0x7D5EC8,112,"What do you see, {PLAYER}?\p…\pSnow, huh?\pMakes sense…\pFrozen Heights is the home your\nfather chose for you, after all.",
0x7D5EC9,0x7D5EC9,0x7D5F3C,116,"You know, {PLAYER}, I knew your\nfather well.\pHe was a good man.\pI even had the pleasure of working\nwith him at one point…",
0x7D5F3D,0x7D5F3D,0x7D5FD0,148,He used to say that even the\nworst of men had the best of\lintent at some point in their\lcareer.\p…\pHis words echoed in my head until\nthe day I died.,
0x7D5FD1,0x7D5FD1,0x7D60AB,219,"I know you must have the impression\nthat I’m some sort of “despicable\lvillain”, but I can’t even begin to\ltell you how wrong that notion is.\pIt just seems that way because of\nthe things you’ve witnessed The\lShadows do.",
0x7D60AC,0x7D60AC,0x7D612B,128,We started out with good intent.\pIt was only some time later on when\nthings began to get out of hand.\pWhen did it go all wrong…,
0x7D612C,0x7D612C,0x7D613A,15,"It’s time, {PLAYER}.",
0x7D613B,0x7D613B,0x7D6146,12,MARLON. {PLAYER}.,
0x7D6147,0x7D6147,0x7D6179,51,{COLOR}ÁMarlon: {COLOR}ËArceus…\pThe creator of the universe…,
0x7D617A,0x7D617A,0x7D61AC,51,{COLOR}ÁArceus: {COLOR}Ë…YES.\pIT IS TIME FOR YOUR JUDGEMENT.,
0x7D61AD,0x7D61AD,0x7D632B,383,"MARLON!\pDABBLING IN THE FORBIDDEN ART.\pRESSURECTION.\pSIN.\pYOU WILL BE RETURNED TO YOUR\nWORLD, IMMORTAL UNTIL THE WORLD\lIS CLEANSED.\pONLY ONE OTHER HAS EVER ENDURED\nTHIS PUNISHMENT, AND TO THIS DAY\lHE STILL ROAMS THE WORLD, A\lTHOUSAND YEARS LATER!\pRIGHT YOUR WRONGS!\pFREE THOSE WHOSE SOULS HAVE BEEN\nTRAPPED IN {COLOR}ÉCINDER VOLCANO{COLOR}Ë!\pBEFORE IT IS TOO LATE…\pTHIS IS MY VERDICT!\pBEGONE!",
0x7D632C,0x7D632C,0x7D63F7,204,"{PLAYER}!\pPREMATURE DEATH.\pA CURSE ON YOUR SOUL.\pFOR AROS, I SHALL RESTORE YOU TO\nLIFE!\pONE CONDITION.\pSUCCEED IN STOPPING THE ENDLESS\nTORMENT OF SOULS, OR I WILL\lRETURN YOU TO ASH.\pTHIS IS MY VERDICT.\pBEGONE!",
0x7D653A,0x7D653A,0x7D65AB,114," ïニヲËぽÂ óニヲË¿  ûŒ {PK}Â ぁÌ ぃ=àÏっù ÁI don’t know who you are, but\nyou’re not getting past me like\lthat other guy did!",
0x7D65AC,0x7D65AC,0x7D65BD,18,No…\pYou can’t be…,
0x7D65BE,0x7D65BE,0x7D661B,94,…{PLAYER}?\pBut…but…but you’re supposed to\nbe dead!\pHow is this possible?\pI need to warn the others!,
0x7D68A1,0x7D68A1,0x7D68D4,52,Marlon: {COLOR}ËVéga!\pHow could you betray The Shadows!?,
0x7D68D5,0x7D68D5,0x7D6904,48,Véga: {COLOR}ËMarlon!?\pAklove told us he killed you!,
0x7D6905,0x7D6905,0x7D6974,112,Marlon: {COLOR}ËI don’t care what this\n“Aklove” person told you!\pWhat have you done with all of the\nShadow Warriors?,
0x7D6975,0x7D6975,0x7D69D6,98,"Véga: {COLOR}ËDon’t worry, Marlon.\pThey were moved to a more…secure\nlocation, long before you arrived.",
0x7D69D7,0x7D69D7,0x7D6A34,94,"Marlon: {COLOR}ËTell me where they are,\nVéga!\pOr so help me I’ll have you turned\ninto one of them!",
0x7D6A35,0x7D6A35,0x7D6B1D,233,"Véga: {COLOR}ËDo you think that you can\nstill order me around?\pI’m no longer an undercover agent\nof The Shadows.\pAklove had me promoted, and now I’m\nan admin of the Light of Ruin!\pAnd as of now, my first assignment\nis virtually complete.",
0x7D6B1E,0x7D6B1E,0x7D6B44,39,{COLOR}ËOne of you!\pHelp me get rid of him!,
0x7D6B45,0x7D6B45,0x7D6B7B,55,"Véga: {COLOR}ËYou’re going to wish you\nstayed dead, Marlon!",
0x7D6B7C,0x7D6B7C,0x7D6B9D,34,Grunt: {COLOR}ÇSir!\p{PLAYER} is still alive!,
0x7D6B9E,0x7D6B9E,0x7D6BD8,59,"Véga: {COLOR}ËI’m adept at dealing with\nDark-types, not Ghosts…",
0x7D6BD9,0x7D6BD9,0x7D6C36,94,"Marlon: {COLOR}ËSo you made it back too,\n{PLAYER}…\pQuick, help me deal with these\n“Light of Ruin” tools.",
0x7D6C37,0x7D6C37,0x7D6C59,35,How am I supposed to beat a ghost?,
0x7D6C5A,0x7D6C5A,0x7D6CD6,125,"Véga: {COLOR}ËAll grunts, retreat back to\nthe base in {COLOR}ÉVivill Town{COLOR}Ë!\pWe’re not equipped to deal with\nthese…zombies right now!",
0x7D6CD7,0x7D6CD7,0x7D6D0F,57,Marlon: {COLOR}ËOh no you don’t!\pYou’re not getting away yet!,
0x7D6D10,0x7D6D10,0x7D6D2F,32,Véga: {COLOR}ËYou can’t restrain me!,
0x7D701D,0x7D701D,0x7D7108,236," {LV}ò{UP_ARROW}Ë¿  Ô っラヲËÌÉ=ぽÁ JリヲË¿  {PK}Á œÑÀàÏっû º{SUPER_ER}ÌºベŒ{PK}Ì {PK}こ オÈ ÁMarlon: {COLOR}ËThere’s nowhere to run,\nVéga.\pOne more step and you’ll be burned\nalive.\pSo I suggest that if you want to\nlive, you’ll tell me where Aklove\lis keeping the Shadow Warriors.",
0x7D7109,0x7D7109,0x7D7158,80,Véga: {COLOR}ËHuh.\pI guess I have no choice then.\p…\p…\pNow if only he would hurry up…,
0x7D7159,0x7D7159,0x7D716D,21,Marlon: {COLOR}ËWhat the…,
0x7D716E,0x7D716E,0x7D71A8,59,{COLOR}ËDid you see that?\pHe just disappeared into that\nportal…,
0x7D71A9,0x7D71A9,0x7D71D9,49,"{COLOR}ËFollow my lead, {PLAYER}.\pWe’re going in after him.",
0x7D71F3,0x7D71F3,0x7D7202,16,Marlon: {COLOR}ËOof!,
0x7D7203,0x7D7203,0x7D726C,106,"Véga: {COLOR}ËHeh, sorry, I just went to\nget something from Aklove in Hoenn.\pNo need to be so violent, Marlon.",
0x7D726D,0x7D726D,0x7D72D4,104,"Véga: {COLOR}ËYou know, I heard an\ninteresting little tidbit of info\lfrom back when Aklove was a guard\lhere.",
0x7D72D5,0x7D72D5,0x7D742E,346,"{COLOR}ËApparently, when Zeph was having\nthis cave dug out, the grunts\ldigging found the ancient Pokémon\lGroudon fast asleep beneath the\lmagma.\pBut instead of reporting it to\nZeph, they quickly covered it back\lup and proceeded to dig around it.\pHowever, had they possesed the\ncorrect object back then, maybe\lZeph never would have lost the\lupper hand.",
0x7D742F,0x7D742F,0x7D747F,81,"{COLOR}ËGroudon!\pRespond to the Red Orb!\pAwaken, and revert to your\nprimordial state!",
0x7D7480,0x7D7480,0x7D752E,175,"Véga: {COLOR}ËWhat will you do, Marlon?\pIf you keep holding me here I’ll\ndie and your only source of info\lon the whereabouts of the Shadow\lWarriors will vanish in a puff of\lsmoke.",
0x7D752F,0x7D752F,0x7D761E,240,"Marlon: {COLOR}ËEven if you die, Véga,\nI’ll still know the location of\lyour base.\pYou ordered your grunts to retreat\nto {COLOR}ÉVivill Town{COLOR}Ë, did you not?\pAfter I get Zeph from {COLOR}ÉFrozen\nHeights{COLOR}Ë, I’ll head there to look\lfor the Shadow Warriors.",
0x7D761F,0x7D761F,0x7D7641,35,Véga: {COLOR}ËGroudon!\pShake the earth!,
0x7D7642,0x7D7642,0x7D768E,77,"Véga: {COLOR}ËCan’t keep your footing,\nMarlon?\pIn that case, until we meet again.",
0x7D768F,0x7D768F,0x7D770D,127,"{COLOR}Ë{PLAYER}, you need to prevent Groudon\nfrom going on a rampage.\pIf you don’t, the cave will\ncollapse and we’ll be trapped in\lhere!",
0x7D770E,0x7D770E,0x7D774F,66,The {STR_VAR_1} sunk into the lava and\nfell into a deep slumber once more.,
0x7D7750,0x7D7750,0x7D7893,324,"{COLOR}ËNot bad, {PLAYER}.\pI now realize why Arceus sent you\nback as well.\pHowever from here on out, I need to\ndo things alone.\pIf you come to our base in {COLOR}ÉFrozen\nHeights {COLOR}Ëtoo, Zeph will not agree to\lhelp me find the Shadow Warriors.\pI’m grateful for your help, but\nplease, {PLAYER}, don’t follow me to\l{COLOR}Éour base in Frozen Heights{COLOR}Ë.",
0x7D79F3,0x7D79F3,0x7D7A4E,92,î Ú ûィ ÁIt looks like someone left their\nuniform on the floor.\pWould you like to put it on?,
0x7D7A4F,0x7D7A4F,0x7D7A66,24,You put on the clothes.,
0x7D7A67,0x7D7A67,0x7D7AA5,63,Your clothes are on the ground.\nWould you like to put them on?,
0x7D7AA6,0x7D7AA6,0x7D7AE5,64,You put on the clothes and placed\nMarlon’s uniform in the Cube.,
